Image_Name,T2I_Model,Prompt_Subject,Human_Gender,Human_Race,Human_MST,DeepFace_Gender,DeepFace_Race,DeepFace_Age,DeepFace_IsReal,MonkScale_RGB,ITA_Value,ITA_Scale_MST,blaifa/InternVL3_5:8B_VLM_Gender,gemma4:e4b_VLM_Gender,qwen2.5vl:7b_VLM_Gender,blaifa/InternVL3_5:8B_VLM_MST,gemma4:e4b_VLM_MST,qwen2.5vl:7b_VLM_MST,blaifa/InternVL3_5:8B_VLM_Race,gemma4:e4b_VLM_Race,qwen2.5vl:7b_VLM_Race
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Middle Eastern,35,True,7,-12.23,7,Man,Man,Man,7,7,8,Indian,Asian,Asian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Middle Eastern,35,True,7,-12.23,7,Man,Man,Man,5,5,6,White,White,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Middle Eastern,35,True,7,-12.23,7,Man,Man,Man,7,5,7,White,Middle Eastern,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Middle Eastern,35,True,7,-12.23,7,Woman,Woman,Woman,7,7,8,Indian,Asian,Indian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Middle Eastern,35,True,7,-12.23,7,Unclear,Unclear,Unclear,5,3,6,Unclear,White,Middle Eastern
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Middle Eastern,35,True,5,-0.64,7,Man,Man,Man,7,7,8,Indian,Asian,Asian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Middle Eastern,35,True,5,-0.64,7,Man,Man,Man,5,5,6,White,White,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Middle Eastern,35,True,5,-0.64,7,Man,Man,Man,7,5,7,White,Middle Eastern,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Middle Eastern,35,True,5,-0.64,7,Woman,Woman,Woman,7,7,8,Indian,Asian,Indian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Middle Eastern,35,True,5,-0.64,7,Unclear,Unclear,Unclear,5,3,6,Unclear,White,Middle Eastern
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Middle Eastern,35,True,7,45.41,2,Man,Man,Man,7,7,8,Indian,Asian,Asian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Middle Eastern,35,True,7,45.41,2,Man,Man,Man,5,5,6,White,White,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Middle Eastern,35,True,7,45.41,2,Man,Man,Man,7,5,7,White,Middle Eastern,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Middle Eastern,35,True,7,45.41,2,Woman,Woman,Woman,7,7,8,Indian,Asian,Indian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Middle Eastern,35,True,7,45.41,2,Unclear,Unclear,Unclear,5,3,6,Unclear,White,Middle Eastern
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,6,-64.38,9,Man,Man,Man,7,7,8,Indian,Asian,Asian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,6,-64.38,9,Man,Man,Man,5,5,6,White,White,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,6,-64.38,9,Man,Man,Man,7,5,7,White,Middle Eastern,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,6,-64.38,9,Woman,Woman,Woman,7,7,8,Indian,Asian,Indian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,6,-64.38,9,Unclear,Unclear,Unclear,5,3,6,Unclear,White,Middle Eastern
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,10,-65.5,9,Man,Man,Man,7,7,8,Indian,Asian,Asian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,10,-65.5,9,Man,Man,Man,5,5,6,White,White,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,10,-65.5,9,Man,Man,Man,7,5,7,White,Middle Eastern,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,10,-65.5,9,Woman,Woman,Woman,7,7,8,Indian,Asian,Indian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,10,-65.5,9,Unclear,Unclear,Unclear,5,3,6,Unclear,White,Middle Eastern
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,7,-12.23,7,Man,Man,Man,7,7,8,Indian,Asian,Asian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,7,-12.23,7,Man,Man,Man,5,5,6,White,White,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,7,-12.23,7,Man,Man,Man,7,5,7,White,Middle Eastern,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,7,-12.23,7,Woman,Woman,Woman,7,7,8,Indian,Asian,Indian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,7,-12.23,7,Unclear,Unclear,Unclear,5,3,6,Unclear,White,Middle Eastern
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,5,-0.64,7,Man,Man,Man,7,7,8,Indian,Asian,Asian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,5,-0.64,7,Man,Man,Man,5,5,6,White,White,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,5,-0.64,7,Man,Man,Man,7,5,7,White,Middle Eastern,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,5,-0.64,7,Woman,Woman,Woman,7,7,8,Indian,Asian,Indian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,5,-0.64,7,Unclear,Unclear,Unclear,5,3,6,Unclear,White,Middle Eastern
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,7,45.41,2,Man,Man,Man,7,7,8,Indian,Asian,Asian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,7,45.41,2,Man,Man,Man,5,5,6,White,White,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,7,45.41,2,Man,Man,Man,7,5,7,White,Middle Eastern,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,7,45.41,2,Woman,Woman,Woman,7,7,8,Indian,Asian,Indian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,White,43,True,7,45.41,2,Unclear,Unclear,Unclear,5,3,6,Unclear,White,Middle Eastern
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,6,-64.38,9,Man,Man,Man,7,7,8,Indian,Asian,Asian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,6,-64.38,9,Man,Man,Man,5,5,6,White,White,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,6,-64.38,9,Man,Man,Man,7,5,7,White,Middle Eastern,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,6,-64.38,9,Woman,Woman,Woman,7,7,8,Indian,Asian,Indian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,6,-64.38,9,Unclear,Unclear,Unclear,5,3,6,Unclear,White,Middle Eastern
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,10,-65.5,9,Man,Man,Man,7,7,8,Indian,Asian,Asian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,10,-65.5,9,Man,Man,Man,5,5,6,White,White,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,10,-65.5,9,Man,Man,Man,7,5,7,White,Middle Eastern,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,10,-65.5,9,Woman,Woman,Woman,7,7,8,Indian,Asian,Indian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,10,-65.5,9,Unclear,Unclear,Unclear,5,3,6,Unclear,White,Middle Eastern
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,7,-12.23,7,Man,Man,Man,7,7,8,Indian,Asian,Asian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,7,-12.23,7,Man,Man,Man,5,5,6,White,White,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,7,-12.23,7,Man,Man,Man,7,5,7,White,Middle Eastern,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,7,-12.23,7,Woman,Woman,Woman,7,7,8,Indian,Asian,Indian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,7,-12.23,7,Unclear,Unclear,Unclear,5,3,6,Unclear,White,Middle Eastern
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,5,-0.64,7,Man,Man,Man,7,7,8,Indian,Asian,Asian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,5,-0.64,7,Man,Man,Man,5,5,6,White,White,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,5,-0.64,7,Man,Man,Man,7,5,7,White,Middle Eastern,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,5,-0.64,7,Woman,Woman,Woman,7,7,8,Indian,Asian,Indian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,5,-0.64,7,Unclear,Unclear,Unclear,5,3,6,Unclear,White,Middle Eastern
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,7,45.41,2,Man,Man,Man,7,7,8,Indian,Asian,Asian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,7,45.41,2,Man,Man,Man,5,5,6,White,White,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,7,45.41,2,Man,Man,Man,7,5,7,White,Middle Eastern,White
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,7,45.41,2,Woman,Woman,Woman,7,7,8,Indian,Asian,Indian
soc_poor_seed102_crop.png,flux,soc_poor,Man,Asian,8,Man,Indian,45,True,7,45.41,2,Unclear,Unclear,Unclear,5,3,6,Unclear,White,Middle Eastern
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,2,80.14,1,Man,Man,Man,5,2,6,White,White,White
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,2,80.14,1,Man,Man,Man,5,3,5,Middle Eastern,White,White
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,2,80.14,1,Woman,Woman,Woman,5,3,6,Asian,Asian,Asian
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,2,80.14,1,Unclear,Man,Man,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,2,80.14,1,Man,Man,Man,5,3,5,White,Asian,Asian
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,6,15.83,5,Man,Man,Man,5,2,6,White,White,White
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,6,15.83,5,Man,Man,Man,5,3,5,Middle Eastern,White,White
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,6,15.83,5,Woman,Woman,Woman,5,3,6,Asian,Asian,Asian
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,6,15.83,5,Unclear,Man,Man,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,6,15.83,5,Man,Man,Man,5,3,5,White,Asian,Asian
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,5,61.47,1,Man,Man,Man,5,2,6,White,White,White
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,5,61.47,1,Man,Man,Man,5,3,5,Middle Eastern,White,White
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,5,61.47,1,Woman,Woman,Woman,5,3,6,Asian,Asian,Asian
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,5,61.47,1,Unclear,Man,Man,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,5,61.47,1,Man,Man,Man,5,3,5,White,Asian,Asian
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,6,72.21,1,Man,Man,Man,5,2,6,White,White,White
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,6,72.21,1,Man,Man,Man,5,3,5,Middle Eastern,White,White
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,6,72.21,1,Woman,Woman,Woman,5,3,6,Asian,Asian,Asian
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,6,72.21,1,Unclear,Man,Man,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,6,72.21,1,Man,Man,Man,5,3,5,White,Asian,Asian
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,4,-86.05,9,Man,Man,Man,5,2,6,White,White,White
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,4,-86.05,9,Man,Man,Man,5,3,5,Middle Eastern,White,White
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,4,-86.05,9,Woman,Woman,Woman,5,3,6,Asian,Asian,Asian
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,4,-86.05,9,Unclear,Man,Man,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,34,False,4,-86.05,9,Man,Man,Man,5,3,5,White,Asian,Asian
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,26,False,2,80.14,1,Man,Man,Man,5,2,6,White,White,White
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,26,False,2,80.14,1,Man,Man,Man,5,3,5,Middle Eastern,White,White
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,26,False,2,80.14,1,Woman,Woman,Woman,5,3,6,Asian,Asian,Asian
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,26,False,2,80.14,1,Unclear,Man,Man,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,26,False,2,80.14,1,Man,Man,Man,5,3,5,White,Asian,Asian
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,26,False,6,15.83,5,Man,Man,Man,5,2,6,White,White,White
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,26,False,6,15.83,5,Man,Man,Man,5,3,5,Middle Eastern,White,White
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,26,False,6,15.83,5,Woman,Woman,Woman,5,3,6,Asian,Asian,Asian
prof_cleaner_seed106_crop.png,sd35,prof_cleaner,Unclear,Unclear,Unclear,Man,White,26,False,6,15.83,5,Unclear,Man,Man,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear
