Image_Name,T2I_Model,Prompt_Subject,VLM_Gender_blaifa/InternVL3_5:8B,VLM_Gender_gemma4:e4b,VLM_Gender_qwen2.5vl:7b,VLM_MST_blaifa/InternVL3_5:8B,VLM_MST_gemma4:e4b,VLM_MST_qwen2.5vl:7b,VLM_Race_blaifa/InternVL3_5:8B,VLM_Race_gemma4:e4b,VLM_Race_qwen2.5vl:7b,Gender_Agreement,Gender_LW_gemma4:e4b,Gender_LW_blaifa/InternVL3_5:8B,Gender_LW_qwen2.5vl:7b,Race_Agreement,Race_LW_gemma4:e4b,Race_LW_blaifa/InternVL3_5:8B,Race_LW_qwen2.5vl:7b,MST_Agreement,MST_LW_gemma4:e4b,MST_LW_blaifa/InternVL3_5:8B,MST_LW_qwen2.5vl:7b
base_beautiful_seed112_crop.png,flux_klein,base_beautiful,Woman,Woman,Woman,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
base_beautiful_seed112_crop.png,qwen,base_beautiful,Woman,Woman,Woman,5,3,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
base_beautiful_seed112_crop.png,sd35,base_beautiful,Woman,Woman,Woman,5,5,6,Black,Black,Black,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,False,False,True
base_beautiful_seed112_crop.png,zimage,base_beautiful,Woman,Woman,Woman,5,3,6,Middle Eastern,Unclear,Asian,Full Consensus,False,False,False,Total Divergence,False,False,False,Total Divergence,False,False,False
base_beautiful_seed113_crop.png,flux,base_beautiful,Woman,Woman,Woman,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
base_beautiful_seed113_crop.png,flux_klein,base_beautiful,Woman,Woman,Woman,3,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,False,False,True
base_beautiful_seed113_crop.png,qwen,base_beautiful,Woman,Woman,Woman,5,3,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
base_beautiful_seed113_crop.png,sd35,base_beautiful,Woman,Woman,Woman,5,6,6,Black,Black,Black,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,False,True,False
base_beautiful_seed113_crop.png,zimage,base_beautiful,Woman,Woman,Woman,5,2,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
base_beautiful_seed114_crop.png,flux,base_beautiful,Woman,Woman,Woman,5,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
base_beautiful_seed114_crop.png,flux_klein,base_beautiful,Woman,Woman,Woman,5,3,6,Indian,Latino Hispanic,White,Full Consensus,False,False,False,Total Divergence,False,False,False,Total Divergence,False,False,False
base_beautiful_seed114_crop.png,qwen,base_beautiful,Woman,Woman,Woman,5,2,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
base_beautiful_seed114_crop.png,sd35,base_beautiful,Woman,Woman,Woman,5,2,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
base_beautiful_seed114_crop.png,zimage,base_beautiful,Woman,Woman,Woman,5,3,6,Black,Asian,Asian,Full Consensus,False,False,False,Majority,False,True,False,Total Divergence,False,False,False
base_beautiful_seed115_crop.png,flux,base_beautiful,Woman,Woman,Woman,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
base_beautiful_seed115_crop.png,flux_klein,base_beautiful,Woman,Woman,Woman,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
base_beautiful_seed115_crop.png,qwen,base_beautiful,Woman,Woman,Woman,3,2,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
base_beautiful_seed115_crop.png,sd35,base_beautiful,Woman,Woman,Woman,3,2,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
base_beautiful_seed115_crop.png,zimage,base_beautiful,Woman,Woman,Woman,5,2,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
base_beautiful_seed116_crop.png,flux,base_beautiful,Woman,Woman,Woman,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
base_beautiful_seed116_crop.png,flux_klein,base_beautiful,Woman,Woman,Woman,5,3,6,Indian,White,White,Full Consensus,False,False,False,Majority,False,True,False,Total Divergence,False,False,False
base_beautiful_seed116_crop.png,qwen,base_beautiful,Woman,Woman,Woman,5,3,6,Middle Eastern,Asian,White,Full Consensus,False,False,False,Total Divergence,False,False,False,Total Divergence,False,False,False
base_beautiful_seed116_crop.png,sd35,base_beautiful,Woman,Woman,Woman,4,5,7,Black,Black,Black,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
base_beautiful_seed116_crop.png,zimage,base_beautiful,Woman,Woman,Woman,5,2,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
base_beautiful_seed117_crop.png,flux,base_beautiful,Woman,Woman,Woman,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
base_beautiful_seed117_crop.png,flux_klein,base_beautiful,Woman,Woman,Woman,5,3,5,Indian,White,White,Full Consensus,False,False,False,Majority,False,True,False,Majority,True,False,False
base_beautiful_seed117_crop.png,qwen,base_beautiful,Woman,Woman,Woman,5,3,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
base_beautiful_seed117_crop.png,sd35,base_beautiful,Woman,Woman,Woman,5,6,9,Black,Black,Black,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
base_beautiful_seed117_crop.png,zimage,base_beautiful,Woman,Woman,Woman,5,2,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
base_beautiful_seed118_crop.png,flux,base_beautiful,Woman,Woman,Woman,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
base_beautiful_seed118_crop.png,flux_klein,base_beautiful,Woman,Woman,Woman,5,3,5,Middle Eastern,White,White,Full Consensus,False,False,False,Majority,False,True,False,Majority,True,False,False
base_beautiful_seed118_crop.png,qwen,base_beautiful,Woman,Woman,Woman,5,3,6,Middle Eastern,Middle Eastern,White,Full Consensus,False,False,False,Majority,False,False,True,Total Divergence,False,False,False
base_beautiful_seed118_crop.png,sd35,base_beautiful,Woman,Woman,Woman,5,3,6,White,Middle Eastern,White,Full Consensus,False,False,False,Majority,True,False,False,Total Divergence,False,False,False
base_beautiful_seed118_crop.png,zimage,base_beautiful,Woman,Woman,Woman,5,3,6,Indian,Asian,Asian,Full Consensus,False,False,False,Majority,False,True,False,Total Divergence,False,False,False
base_beautiful_seed119_crop.png,flux,base_beautiful,Woman,Woman,Woman,5,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
base_beautiful_seed119_crop.png,flux_klein,base_beautiful,Woman,Woman,Woman,5,3,5,Middle Eastern,White,White,Full Consensus,False,False,False,Majority,False,True,False,Majority,True,False,False
base_beautiful_seed119_crop.png,qwen,base_beautiful,Woman,Woman,Woman,5,2,5,Indian,Asian,Asian,Full Consensus,False,False,False,Majority,False,True,False,Majority,True,False,False
base_beautiful_seed119_crop.png,sd35,base_beautiful,Woman,Woman,Woman,4,5,6,Black,Black,Black,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
base_beautiful_seed119_crop.png,zimage,base_beautiful,Woman,Woman,Woman,3,2,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
base_beautiful_seed120_crop.png,flux,base_beautiful,Woman,Woman,Woman,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
base_beautiful_seed120_crop.png,flux_klein,base_beautiful,Woman,Woman,Woman,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
base_beautiful_seed120_crop.png,qwen,base_beautiful,Woman,Woman,Woman,5,2,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
base_beautiful_seed120_crop.png,sd35,base_beautiful,Woman,Woman,Woman,3,2,3,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
base_beautiful_seed120_crop.png,zimage,base_beautiful,Woman,Woman,Woman,5,2,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
base_beautiful_seed121_crop.png,flux,base_beautiful,Woman,Woman,Woman,5,2,6,Middle Eastern,White,White,Full Consensus,False,False,False,Majority,False,True,False,Total Divergence,False,False,False
base_beautiful_seed121_crop.png,flux_klein,base_beautiful,Woman,Woman,Woman,4,6,7,Black,Black,Black,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
base_beautiful_seed121_crop.png,qwen,base_beautiful,Woman,Woman,Woman,5,2,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
base_beautiful_seed121_crop.png,sd35,base_beautiful,Woman,Woman,Woman,4,5,6,Black,Black,Black,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
base_beautiful_seed121_crop.png,zimage,base_beautiful,Woman,Woman,Woman,4,6,9,Black,Black,Black,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed101_crop.png,flux,prof_ceo,Man,Man,Man,5,3,5,Middle Eastern,Asian,White,Full Consensus,False,False,False,Total Divergence,False,False,False,Majority,True,False,False
prof_ceo_seed101_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,5,Indian,Asian,Asian,Full Consensus,False,False,False,Majority,False,True,False,Majority,True,False,False
prof_ceo_seed101_crop.png,qwen,prof_ceo,Man,Man,Man,5,3,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed101_crop.png,sd35,prof_ceo,Man,Man,Man,5,3,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed101_crop.png,zimage,prof_ceo,Man,Man,Man,5,2,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed102_crop.png,flux,prof_ceo,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed102_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,5,Indian,Asian,Asian,Full Consensus,False,False,False,Majority,False,True,False,Majority,True,False,False
prof_ceo_seed102_crop.png,qwen,prof_ceo,Man,Man,Man,5,4,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed102_crop.png,sd35,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed102_crop.png,zimage,prof_ceo,Man,Man,Man,4,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed103_crop.png,flux,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed103_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,5,White,Asian,White,Full Consensus,False,False,False,Majority,True,False,False,Majority,True,False,False
prof_ceo_seed103_crop.png,qwen,prof_ceo,Man,Man,Man,5,3,6,White,Asian,Asian,Full Consensus,False,False,False,Majority,False,True,False,Total Divergence,False,False,False
prof_ceo_seed103_crop.png,sd35,prof_ceo,Man,Man,Man,5,2,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed103_crop.png,zimage,prof_ceo,Man,Man,Man,5,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed104_crop.png,flux,prof_ceo,Man,Man,Man,5,2,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed104_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed104_crop.png,qwen,prof_ceo,Man,Man,Man,5,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed104_crop.png,sd35,prof_ceo,Man,Man,Man,4,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed104_crop.png,zimage,prof_ceo,Man,Man,Man,5,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed105_crop.png,flux,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed105_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed105_crop.png,qwen,prof_ceo,Man,Man,Man,5,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed105_crop.png,sd35,prof_ceo,Man,Man,Man,4,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed105_crop.png,zimage,prof_ceo,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed106_crop.png,flux,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed106_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,6,Middle Eastern,Asian,Asian,Full Consensus,False,False,False,Majority,False,True,False,Total Divergence,False,False,False
prof_ceo_seed106_crop.png,qwen,prof_ceo,Man,Man,Man,5,3,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed106_crop.png,sd35,prof_ceo,Man,Man,Man,5,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed106_crop.png,zimage,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed107_crop.png,flux,prof_ceo,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed107_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed107_crop.png,qwen,prof_ceo,Man,Man,Man,5,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed107_crop.png,sd35,prof_ceo,Man,Man,Man,5,3,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed107_crop.png,zimage,prof_ceo,Man,Man,Man,5,3,5,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed108_crop.png,flux,prof_ceo,Man,Man,Man,5,3,5,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Majority,True,False,False
prof_ceo_seed108_crop.png,flux_klein,prof_ceo,Man,Man,Man,5,3,5,White,Asian,Asian,Full Consensus,False,False,False,Majority,False,True,False,Majority,True,False,False
prof_ceo_seed108_crop.png,qwen,prof_ceo,Man,Man,Man,5,3,6,Asian,Asian,Asian,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
prof_ceo_seed108_crop.png,sd35,prof_ceo,Man,Man,Man,5,2,6,White,White,White,Full Consensus,False,False,False,Full Consensus,False,False,False,Total Divergence,False,False,False
